Sensor,Time,Mean,Std
SensorMeasure15,5,9.05745353107,0.785283029602
SensorMeasure16,5,0.0251553672316,0.00499935113875
SensorMeasure17,5,360.346751412,31.5514582781
SensorMeasure18,5,2271.60734463,149.738631378
SensorMeasure19,5,98.1588206215,4.9369874314
SensorMeasure20,5,26.3561158192,11.7403702254
SensorMeasure21,5,15.8151612288,7.04141654575
OpSet1,6,17.3728387712,16.5682823329
OpSet2,6,0.414973728814,0.368299733215
OpSet3,6,96.186440678,11.7514537003
SensorMeasure1,6,485.798396893,30.347427953
SensorMeasure2,6,597.462288136,41.9311417367
SensorMeasure3,6,1465.21576977,115.712991163
SensorMeasure4,6,1257.01577684,133.630789064
SensorMeasure5,6,9.86330508475,4.26354340366
SensorMeasure6,6,14.3927612994,6.42945742334
SensorMeasure7,6,359.10654661,173.067318452
SensorMeasure8,6,2277.5792726,137.021515964
SensorMeasure9,6,8673.1753178,366.099150086
SensorMeasure10,6,1.1534039548,0.140305554841
SensorMeasure11,6,44.1136370056,3.30397053878
SensorMeasure12,6,338.18230226,163.173621393
SensorMeasure13,6,2353.71886299,105.714559857
SensorMeasure14,6,8084.18090395,75.6000128099
SensorMeasure15,6,9.03228707627,0.720966020496
SensorMeasure16,6,0.0249717514124,0.00500168664531
SensorMeasure17,6,360.200564972,30.3889630275
SensorMeasure18,6,2277.58968927,137.085159907
SensorMeasure19,6,98.5632415254,4.42736018161
SensorMeasure20,6,25.9357909605,11.6520504304
SensorMeasure21,6,15.5633967514,6.99300466314
OpSet1,7,17.5047555085,16.7756189376
OpSet2,7,0.416132132768,0.373763677597
OpSet3,7,96.5536723164,11.2278654147
SensorMeasure1,7,485.489399718,30.8813170318
SensorMeasure2,7,597.409745763,42.1853037152
SensorMeasure3,7,1465.68233757,115.419598845
SensorMeasure4,7,1257.01550141,134.065640143
SensorMeasure5,7,9.85310734463,4.31909973996
SensorMeasure6,7,14.3908686441,6.5021381116
SensorMeasure7,7,359.542026836,174.558688222
SensorMeasure8,7,2279.9242161,133.05365555
SensorMeasure9,7,8674.57004237,365.452645236
SensorMeasure10,7,1.15381355932,0.140373572205
SensorMeasure11,7,44.1501483051,3.25483953553
SensorMeasure12,7,338.582987288,164.574306681
SensorMeasure13,7,2357.02207627,100.996376419
SensorMeasure14,7,8085.85773305,72.6605441531
SensorMeasure15,7,9.01685141243,0.70122120606
SensorMeasure16,7,0.0249858757062,0.00500174651575
SensorMeasure17,7,360.311440678,30.3604919799
SensorMeasure18,7,2279.93432203,133.114629238
SensorMeasure19,7,98.7015960452,4.23009829497
SensorMeasure20,7,25.9546751412,11.7584038859
SensorMeasure21,7,15.5752893362,7.05469407173
OpSet1,8,16.4419667373,16.0165248478
OpSet2,8,0.397114053672,0.359389694308
OpSet3,8,95.0564971751,13.1690685947
SensorMeasure1,8,487.14319209,29.4889667428
SensorMeasure2,8,598.170649718,42.147383843
SensorMeasure3,8,1465.34350989,118.720947646
SensorMeasure4,8,1258.39959746,135.489136428
SensorMeasure5,8,10.0516313559,4.15039809335
SensorMeasure6,8,14.6347457627,6.29960655614
SensorMeasure7,8,364.111913842,171.27641794
SensorMeasure8,8,2271.24293079,149.504697506
SensorMeasure9,8,8673.40919492,376.769329521
SensorMeasure10,8,1.15553672316,0.142895331212
SensorMeasure11,8,44.0331497175,3.51169305229
SensorMeasure12,8,342.870466102,161.497901493
SensorMeasure13,8,2343.55309322,118.455344224
SensorMeasure14,8,8079.40990819,83.3902574361
SensorMeasure15,8,9.06267083333,0.785728134762
SensorMeasure16,8,0.025134180791,0.00499996506346
SensorMeasure17,8,360.29519774,31.1583055571
SensorMeasure18,8,2271.24435028,149.593166675
SensorMeasure19,8,98.1375353107,4.96144659304
SensorMeasure20,8,26.3069844633,11.4994246722
SensorMeasure21,8,15.7876105932,6.90037408242
OpSet1,9,15.9631660311,16.2070425522
OpSet2,9,0.385627330508,0.365246411632
OpSet3,9,96.581920904,11.1860746714
SensorMeasure1,9,488.240388418,29.7640480107
SensorMeasure2,9,600.881144068,41.1378820077
SensorMeasure3,9,1474.56596045,113.436970766
SensorMeasure4,9,1267.76954096,131.343115108
SensorMeasure5,9,10.2106073446,4.18533344271
SensorMeasure6,9,14.9211511299,6.31629958447
SensorMeasure7,9,373.439350282,170.204729559
SensorMeasure8,9,2286.78903955,132.682467546
SensorMeasure9,9,8702.3806709,358.621300588
SensorMeasure10,9,1.1653319209,0.138867310888
SensorMeasure11,9,44.3549576271,3.23340260969
SensorMeasure12,9,351.682627119,160.467743462
SensorMeasure13,9,2357.2774435,100.620863201
SensorMeasure14,9,8088.4532274,72.7807913964
SensorMeasure15,9,8.98100416667,0.703701587677
SensorMeasure16,9,0.0253742937853,0.00498773225015
SensorMeasure17,9,362.719632768,29.7772376629
SensorMeasure18,9,2286.80084746,132.743792223
SensorMeasure19,9,98.7122387006,4.21435363246
SensorMeasure20,9,26.909180791,11.4497555284
SensorMeasure21,9,16.1451694915,6.86816625743
OpSet1,10,17.7606012712,16.7903775051
OpSet2,10,0.418488912429,0.369798185373
OpSet3,10,95.4237288136,12.7366853561
SensorMeasure1,10,484.920331921,30.8084978358
SensorMeasure2,10,595.695981638,43.0406629876
SensorMeasure3,10,1459.95836158,119.685992345
SensorMeasure4,10,1251.55216102,137.404443971
SensorMeasure5,10,9.76508474576,4.32946807869
SensorMeasure6,10,14.2244067797,6.5397561955
SensorMeasure7,10,353.960261299,176.517269333
SensorMeasure8,10,2268.97413136,145.670545645
SensorMeasure9,10,8656.06530367,379.006418874
SensorMeasure10,10,1.1484180791,0.14338328997
SensorMeasure11,10,43.9454519774,3.47058084269
SensorMeasure12,10,333.32009887,166.428813866
SensorMeasure13,10,2346.85495763,114.565599265
SensorMeasure14,10,8080.11100989,80.4284159867
SensorMeasure15,10,9.07097620056,0.764005821721
SensorMeasure16,10,0.0248516949153,0.00499956577141
SensorMeasure17,10,358.747175141,31.3862463261
SensorMeasure18,10,2268.9759887,145.749999384
SensorMeasure19,10,98.2758898305,4.79854620791
SensorMeasure20,10,25.5934675141,11.8751224141
SensorMeasure21,10,15.3530454096,7.12739873031
OpSet1,11,17.3359636299,16.6938480499
OpSet2,11,0.411163276836,0.367129800166
OpSet3,11,95.5084745763,12.6332865134
SensorMeasure1,11,486.078700565,30.4267422619
SensorMeasure2,11,597.216878531,42.691877787
SensorMeasure3,11,1463.4228178,118.587362704
SensorMeasure4,11,1255.7445339,135.910899849
SensorMeasure5,11,9.87728107345,4.30472876908
SensorMeasure6,11,14.3923375706,6.50510503321
SensorMeasure7,11,358.352464689,175.581835043
SensorMeasure8,11,2272.48139831,145.032688641
SensorMeasure9,11,8667.91036017,375.7696656
SensorMeasure10,11,1.15153954802,0.142361317515
SensorMeasure11,11,44.0393855932,3.43935892267
SensorMeasure12,11,337.473121469,165.555752027
SensorMeasure13,11,2347.6180791,113.636024826
SensorMeasure14,11,8081.00661723,80.1012584801
SensorMeasure15,11,9.06114322034,0.759215727391
SensorMeasure16,11,0.0249152542373,0.00500104798264
SensorMeasure17,11,359.792372881,31.1475793843
SensorMeasure18,11,2272.48375706,145.111823888
SensorMeasure19,11,98.3078177966,4.75959069394
SensorMeasure20,11,25.8864971751,11.8255070077
SensorMeasure21,11,15.5338734463,7.09208377864
OpSet1,12,16.6297550141,16.4312373944
OpSet2,12,0.396243079096,0.366744592279
OpSet3,12,96.4689265537,11.3518925671
SensorMeasure1,12,486.698213277,30.1786487576
SensorMeasure2,12,598.85345339,41.5809621361
SensorMeasure3,12,1469.59222458,114.434678963
SensorMeasure4,12,1262.52436441,132.664330832
SensorMeasure5,12,10.0271610169,4.23020374646
SensorMeasure6,12,14.6466949153,6.37903761875
SensorMeasure7,12,366.252535311,171.706738036
SensorMeasure8,12,2282.13478107,133.835396515
SensorMeasure9,12,8686.90166667,362.30300457
SensorMeasure10,12,1.16140536723,0.139898760263
SensorMeasure11,12,44.2367725989,3.26141175081
SensorMeasure12,12,344.934350282,161.878102587
SensorMeasure13,12,2356.26172316,102.1103805
SensorMeasure14,12,8087.5105791,73.654316326
SensorMeasure15,12,8.99695649718,0.708380827536
SensorMeasure16,12,0.0253107344633,0.00499209812609
SensorMeasure17,12,361.303672316,30.107198591
SensorMeasure18,12,2282.14618644,133.902656324
SensorMeasure19,12,98.6696680791,4.27682552464
SensorMeasure20,12,26.4240607345,11.5588133065
SensorMeasure21,12,15.8551376412,6.93281690772
OpSet1,13,16.4115984463,16.1178075539
OpSet2,13,0.398896963277,0.364315135686
OpSet3,13,96.0451977401,11.9437168705
SensorMeasure1,13,487.488983051,29.6850220616
SensorMeasure2,13,599.48180791,41.4975172076
SensorMeasure3,13,1470.04163136,114.855987636
SensorMeasure4,13,1262.4317726,132.477723463
SensorMeasure5,13,10.0937429379,4.16768257732
SensorMeasure6,13,14.7285805085,6.30121436761
SensorMeasure7,13,367.603940678,170.3112627
SensorMeasure8,13,2280.45269068,138.84098848
SensorMeasure9,13,8688.01420198,364.714335138
SensorMeasure10,13,1.15865819209,0.140111642928
SensorMeasure11,13,44.2011511299,3.32346673101
SensorMeasure12,13,346.197718927,160.58649159
SensorMeasure13,13,2352.45276836,107.441345062
SensorMeasure14,13,8084.17524011,76.8501635271
SensorMeasure15,13,9.02165833333,0.732899749392
SensorMeasure16,13,0.0251412429379,0.00499977041257
SensorMeasure17,13,361.457627119,30.2385972157
SensorMeasure18,13,2280.45833333,138.911796866
SensorMeasure19,13,98.5100282486,4.49979533095
SensorMeasure20,13,26.534329096,11.4477029332
SensorMeasure21,13,15.9169112994,6.8685608627
OpSet1,14,17.2900932203,16.0716056352
OpSet2,14,0.419092584746,0.363841736643
OpSet3,14,95.7062146893,12.386410692
SensorMeasure1,14,485.407662429,29.8174397585
SensorMeasure2,14,596.559533898,41.7017538004
SensorMeasure3,14,1462.11620763,116.207938394
SensorMeasure4,14,1253.52947034,133.869126175
SensorMeasure5,14,9.84528248588,4.14758734305
SensorMeasure6,14,14.3481991525,6.2725043667
SensorMeasure7,14,357.23200565,169.712083886
SensorMeasure8,14,2272.60713983,141.692304655
SensorMeasure9,14,8663.04442797,368.383645337
SensorMeasure10,14,1.15065677966,0.141049797474
SensorMeasure11,14,43.9923022599,3.37957467943
SensorMeasure12,14,336.39404661,160.007075236
SensorMeasure13,14,2349.39824153,111.412928469
SensorMeasure14,14,8080.83312147,78.5445378793
SensorMeasure15,14,9.05685918079,0.744675591104
SensorMeasure16,14,0.0249081920904,0.00500092323432
SensorMeasure17,14,359.390536723,30.4515723186
SensorMeasure18,14,2272.61793785,141.774210338
SensorMeasure19,14,98.3823163842,4.66658022821
SensorMeasure20,14,25.8477471751,11.3926755627
SensorMeasure21,14,15.5079561441,6.84031367312
OpSet1,15,16.1029945621,16.0982067214
OpSet2,15,0.384311723164,0.360292887282
OpSet3,15,95.5649717514,12.5635634082
SensorMeasure1,15,487.240727401,29.7193800704
SensorMeasure2,15,598.735798023,41.955873029
SensorMeasure3,15,1468.3484887,117.429428392
SensorMeasure4,15,1262.07635593,135.121567432
SensorMeasure5,15,10.1204872881,4.16492676487
SensorMeasure6,15,14.7563488701,6.31043641839
SensorMeasure7,15,368.162168079,171.087278315
SensorMeasure8,15,2275.78283898,144.286049648
SensorMeasure9,15,8682.31693503,372.263013076
SensorMeasure10,15,1.16235875706,0.142192130389
SensorMeasure11,15,44.1484251412,3.43103783535
SensorMeasure12,15,346.72345339,161.305797809
SensorMeasure13,15,2348.13464689,113.013999778
SensorMeasure14,15,8083.79975989,80.4041825895
SensorMeasure15,15,9.02378495763,0.760814589157
SensorMeasure16,15,0.0254237288136,0.00498377315388
SensorMeasure17,15,360.990819209,30.8571412567
SensorMeasure18,15,2275.78389831,144.367013335
SensorMeasure19,15,98.3291031073,4.73332251403
SensorMeasure20,15,26.5765607345,11.4898479925
SensorMeasure21,15,15.9473918785,6.89577060548
OpSet1,16,16.8170425141,16.2710537046
OpSet2,16,0.401585734463,0.362572338362
OpSet3,16,95.5084745763,12.6332865134
SensorMeasure1,16,486.279837571,29.9120122562
SensorMeasure2,16,597.474392655,42.1093215995
SensorMeasure3,16,1464.63502119,117.765182728
SensorMeasure4,16,1257.43864407,134.870275831
SensorMeasure5,16,9.95819915254,4.19910570218
SensorMeasure6,16,14.5123728814,6.35515862508
SensorMeasure7,16,361.577535311,172.050845326
SensorMeasure8,16,2273.00042373,144.548040479
SensorMeasure9,16,8671.04911017,372.672782426
SensorMeasure10,16,1.15596045198,0.142142848035
SensorMeasure11,16,44.0561793785,3.42541356823
SensorMeasure12,16,340.497351695,162.219261796
SensorMeasure13,16,2347.62029661,113.63826469
SensorMeasure14,16,8082.06002825,80.3677673439
SensorMeasure15,16,9.04715317797,0.761870137078
SensorMeasure16,16,0.0251412429379,0.00499977041257
SensorMeasure17,16,360.073446328,30.897143413
SensorMeasure18,16,2273.00423729,144.6294497
SensorMeasure19,16,98.3078177966,4.75959069394
SensorMeasure20,16,26.1268997175,11.567029863
SensorMeasure21,16,15.674009887,6.93922036572
OpSet1,17,16.1050035311,16.3388190277
OpSet2,17,0.38394569209,0.365466001062
OpSet3,17,96.0734463277,11.9056467756
SensorMeasure1,17,487.607733051,30.1068906875
SensorMeasure2,17,599.656066384,41.9477268848
SensorMeasure3,17,1471.02387712,116.267502231
SensorMeasure4,17,1264.83137006,134.245802106
SensorMeasure5,17,10.159809322,4.22460012941
SensorMeasure6,17,14.8316737288,6.38562603682
SensorMeasure7,17,370.683827684,172.467161334
SensorMeasure8,17,2280.94329802,139.075703621
SensorMeasure9,17,8691.28911723,368.661316162
SensorMeasure10,17,1.16376412429,0.141228925299
SensorMeasure11,17,44.2552683616,3.35479679763
SensorMeasure12,17,349.096009887,162.589107146
SensorMeasure13,17,2352.70716102,107.095908466
SensorMeasure14,17,8086.35235876,76.8235461858
SensorMeasure15,17,9.00336433616,0.733297931849
SensorMeasure16,17,0.0254166666667,0.0049843689711
SensorMeasure17,17,361.73940678,30.4864314498
SensorMeasure18,17,2280.94844633,139.146553741
SensorMeasure19,17,98.520670904,4.48545242272
SensorMeasure20,17,26.7241596045,11.5957181021
SensorMeasure21,17,16.0377253531,6.95336450218
OpSet1,18,17.4199480932,16.9772097741
OpSet2,18,0.406972033898,0.371931420929
OpSet3,18,95.5084745763,12.6332865134
SensorMeasure1,18,485.582881356,31.092012425
SensorMeasure2,18,596.629569209,43.3886190598
SensorMeasure3,18,1462.49116525,120.386031187
SensorMeasure4,18,1254.87789548,138.293540776
SensorMeasure5,18,9.86354519774,4.38151673588
SensorMeasure6,18,14.3752824859,6.61696918477
SensorMeasure7,18,358.173488701,178.486457573
SensorMeasure8,18,2271.25198446,145.506634498
SensorMeasure9,18,8664.26694209,381.132834878
SensorMeasure10,18,1.15231638418,0.143965549128
SensorMeasure11,18,44.0223446328,3.47574131359
SensorMeasure12,18,337.277266949,168.261205931
SensorMeasure13,18,2347.62074153,113.635731927
SensorMeasure14,18,8081.58052966,80.1290306744
SensorMeasure15,18,9.05496920904,0.76321572433
SensorMeasure16,18,0.0250211864407,0.00500172156982
SensorMeasure17,18,359.46680791,31.6137291817
SensorMeasure18,18,2271.25070621,145.584922333
SensorMeasure19,18,98.3078177966,4.75959069394
SensorMeasure20,18,25.8599929379,12.0110482856
SensorMeasure21,18,15.5186978107,7.20761142468
OpSet1,19,17.5169066384,16.3562545976
OpSet2,19,0.417841878531,0.365897897367
OpSet3,19,96.1016949153,11.8673872658
SensorMeasure1,19,484.772387006,30.1731727278
SensorMeasure2,19,596.104971751,41.691685363
SensorMeasure3,19,1462.05841808,115.196768426
SensorMeasure4,19,1253.69503531,133.303052561
SensorMeasure5,19,9.7817019774,4.20226070726
SensorMeasure6,19,14.2695480226,6.34025427312
SensorMeasure7,19,355.895713277,170.895734391
SensorMeasure8,19,2274.43241525,137.214370121
SensorMeasure9,19,8662.99436441,364.993188211
SensorMeasure10,19,1.15298728814,0.140640291919
SensorMeasure11,19,44.0411087571,3.31260553767
SensorMeasure12,19,335.128877119,161.115679948
SensorMeasure13,19,2352.95733757,106.746611364
SensorMeasure14,19,8083.79765537,76.0584637796
SensorMeasure15,19,9.03662711864,0.724787939265
SensorMeasure16,19,0.0250353107345,0.00500164174201
SensorMeasure17,19,359.372881356,30.249295394
SensorMeasure18,19,2274.4420904,137.288351085
SensorMeasure19,19,98.5313135593,4.47103815241
SensorMeasure20,19,25.7406497175,11.4994594066
SensorMeasure21,19,15.4422365113,6.89696211283
OpSet1,20,17.2063845827,16.5889436932
OpSet2,20,0.411213366337,0.369493487678
OpSet3,20,96.0678925035,11.9131524169
SensorMeasure1,20,486.143861386,30.4565633375
SensorMeasure2,20,597.806287129,42.20775521
SensorMeasure3,20,1465.90615276,116.47633674
SensorMeasure4,20,1257.77155587,134.537190916
SensorMeasure5,20,9.91528288543,4.27807802856
SensorMeasure6,20,14.4663861386,6.45546939352
SensorMeasure7,20,360.867355021,173.913411864
SensorMeasure8,20,2277.38813296,138.753318747
SensorMeasure9,20,8675.23954738,369.319566766
SensorMeasure10,20,1.15376944837,0.141061110768
SensorMeasure11,20,44.1205586987,3.33602830108
SensorMeasure12,20,339.854455446,163.982830518
SensorMeasure13,20,2352.6543918,107.16683977
SensorMeasure14,20,8083.62817539,76.470985817
SensorMeasure15,20,9.0352606082,0.729791384512
SensorMeasure16,20,0.0249858557284,0.00500174895912
SensorMeasure17,20,360.349363508,30.647892047
SensorMeasure18,20,2277.39391796,138.817862175
SensorMeasure19,20,98.5185785007,4.48828017308
SensorMeasure20,20,26.0564285714,11.7059691484
SensorMeasure21,20,15.6324166195,7.02062136568
OpSet1,21,18.0317517705,17.0098174759
OpSet2,21,0.425882223796,0.375674510587
OpSet3,21,95.4674220963,12.6835636263
SensorMeasure1,21,484.896749292,31.3358871415
SensorMeasure2,21,595.732351275,43.6147798179
SensorMeasure3,21,1459.4792068,120.839708105
SensorMeasure4,21,1250.44179178,138.862278448
SensorMeasure5,21,9.74847733711,4.40015892908
SensorMeasure6,21,14.2009560907,6.64215697897
SensorMeasure7,21,353.228937677,179.050095926
SensorMeasure8,21,2269.25367564,145.814380922
SensorMeasure9,21,8654.80689802,382.2789549
SensorMeasure10,21,1.14480878187,0.14358340097
SensorMeasure11,21,43.9340793201,3.48128096441
SensorMeasure12,21,332.639808782,168.784847616
SensorMeasure13,21,2347.25333569,114.087359908
SensorMeasure14,21,8078.88424221,79.8228979664
SensorMeasure15,21,9.07966543909,0.759673918648
SensorMeasure16,21,0.0246458923513,0.00498921204561
SensorMeasure17,21,358.743626062,31.7330197861
SensorMeasure18,21,2269.24645892,145.891657694
SensorMeasure19,21,98.2923512748,4.77853259621
SensorMeasure20,21,25.5271458924,12.0478045675
SensorMeasure21,21,15.318384915,7.2275295362
OpSet1,22,17.7715536879,16.8529107635
OpSet2,22,0.422450496454,0.37341235881
OpSet3,22,96.1418439716,11.8126981515
SensorMeasure1,22,485.361297872,30.9243769761
SensorMeasure2,22,596.884914894,42.6091095499
SensorMeasure3,22,1463.41520567,117.038908688
SensorMeasure4,22,1254.81404255,135.383683283
SensorMeasure5,22,9.80021276596,4.34387786447
SensorMeasure6,22,14.2983262411,6.5458441109
SensorMeasure7,22,356.533836879,176.001732888
SensorMeasure8,22,2276.11866667,138.023060723
SensorMeasure9,22,8667.84783688,370.891552215
SensorMeasure10,22,1.14956028369,0.141197171171
SensorMeasure11,22,44.0755248227,3.33817637002
SensorMeasure12,22,335.740666667,165.916176986
SensorMeasure13,22,2353.319,106.262454319
SensorMeasure14,22,8083.22456028,75.7446141209
SensorMeasure15,22,9.04372184397,0.725478299273
SensorMeasure16,22,0.0248156028369,0.00499837139819
SensorMeasure17,22,359.778723404,30.7611388966
SensorMeasure18,22,2276.12269504,138.088609228
SensorMeasure19,22,98.5464397163,4.45043402859
SensorMeasure20,22,25.7521985816,11.8538584299
SensorMeasure21,22,15.4512668085,7.11045082713
OpSet1,23,17.7707388219,16.8463077447
OpSet2,23,0.416292122072,0.367461391315
OpSet3,23,96.4513839603,11.3773386645
SensorMeasure1,23,484.889368346,30.514565716
SensorMeasure2,23,596.556955287,41.8152290609
SensorMeasure3,23,1463.73391057,114.581357446
SensorMeasure4,23,1255.92379702,132.539450104
SensorMeasure5,23,9.74161816891,4.3072432644
SensorMeasure6,23,14.2233215046,6.4816743448
SensorMeasure7,23,355.240425834,173.864937199
SensorMeasure8,23,2277.65198013,133.534104468
SensorMeasure9,23,8668.81799148,362.306213034
SensorMeasure10,23,1.15464868701,0.139772672326
SensorMeasure11,23,44.1250248403,3.23461827962
SensorMeasure12,23,334.553754436,163.899332214
SensorMeasure13,23,2356.10048971,102.336383831
SensorMeasure14,23,8086.49619588,73.1321632661
SensorMeasure15,23,9.02188899929,0.706067170945
SensorMeasure16,23,0.0250461320085,0.00500156235672
SensorMeasure17,23,359.855216466,30.0839788626
SensorMeasure18,23,2277.66784954,133.603845787
SensorMeasure19,23,98.663058907,4.28641234184
SensorMeasure20,23,25.6676224273,11.7319840345
SensorMeasure21,23,15.3962721079,7.04261873722
OpSet1,24,17.4412212509,16.4891808006
OpSet2,24,0.414904690832,0.366935698714
OpSet3,24,95.223880597,12.9750958964
SensorMeasure1,24,485.249843639,30.4354638236
SensorMeasure2,24,595.968073916,42.8280995826
SensorMeasure3,24,1460.208742,119.608333896
SensorMeasure4,24,1252.20304193,137.325504005
SensorMeasure5,24,9.82508173419,4.26053222335
SensorMeasure6,24,14.3057071784,6.44684049732
SensorMeasure7,24,355.772643923,174.474161078
SensorMeasure8,24,2268.08847903,147.565453222
SensorMeasure9,24,8656.85362473,379.148238178
SensorMeasure10,24,1.14931769723,0.143493163752
SensorMeasure11,24,43.9348614072,3.49768223887
SensorMeasure12,24,335.021840796,164.513043439
SensorMeasure13,24,2345.0555366,116.714875891
SensorMeasure14,24,8079.14153518,82.1432165486
SensorMeasure15,24,9.07486481876,0.772741647092
SensorMeasure16,24,0.0249040511727,0.00500085674796
SensorMeasure17,24,358.869225302,31.399028007
SensorMeasure18,24,2268.0909737,147.64737401
SensorMeasure19,24,98.2005970149,4.88836737899
SensorMeasure20,24,25.7291186923,11.7256086809
SensorMeasure21,24,15.4384966596,7.03579559965
OpSet1,25,18.5759815078,17.4090088134
OpSet2,25,0.432397012802,0.379626761679
OpSet3,25,96.6714082504,11.0521954989
SensorMeasure1,25,484.066984353,31.7526808195
